reviewerName,Address,NameHotel,overallScore,reviewText
Nguyen H. Y. ,Hà Nội,Hanoi Charming House,5.5,"WiFi là thực sự xấu trong phòng của tôi. Nó thực sự rất hiệu quả. Phải kết nối với WiFi của phòng trên lầu. Thái độ của nhân viên là quá tệ (chàng trai trẻ ở bàn tiếp tân) đối với một địa điểm du lịch như khu phố cổ. Hỏi anh ta một số hướng dẫn đến nhà thờ St Joseph chỉ cách đó 700 m và anh ta giống như tôi, tôi không biết về trò chơi và bận chơi game trên điện thoại. Không có thảm trong phòng của tôi, một nửa đèn weren làm việc và nội thất trông có vẻ khó tin và bụi bặm. Căn phòng trông giống như một phòng lưu trữ dự phòng. Có cả mùi lạ này trong hành lang."
Pham H. M. S. ,Hà Nội,Hanoi Charming House,5.8,"Vị trí tốt. Nhân viên là ok. Nhưng cơ sở hạ cấp rất nhiều. Đó không phải là một khách sạn, chỉ là một nhà nghỉ hạng thấp."
Sasivimon P. ,Hà Nội,Hanoi Charming House,8.2,Các nhân viên được duy trì tốt. Các phòng không có cửa sổ cũ.
Tong N. T. S. ,Hà Nội,Hanoi Charming House,5.2,"Phòng xấu xí, bừa bộn với giá tôi đã trả"
Krerkphon P. ,Hà Nội,Hanoi Charming House,8.7,"Phòng cũ hơi chật chội, phù hợp với giá cả. Một số máy nước nóng tốt là không tốt. Nhưng các nhân viên đã nói rất tốt Giúp mãi Gần nhà hàng"
Minh N. ,Hà Nội,Hanoi Charming House,4.8,"chất lượng phòng kém, nhân viên không thân thiện, không bao giờ quay trở lại"
Aukkarapon A. ,Hà Nội,Hanoi Charming House,8.5,"Nhân viên thân thiện, tiếp tân tốt, nhân viên dễ thương, hữu ích, nhược điểm, không khí lạnh, không lạnh chút nào và gió rất nhẹ (phòng 405), chăn siêu mỏng Nhưng nó phù hợp với không khí không đủ mát Nắp nhà vệ sinh bị hư Thiết bị phòng tắm không tiện lắm. Buổi sáng, quản gia nói chuyện rất to vào phòng."
Nhan T. V. ,Hà Nội,Hanoi Charming House,5.8,"Căn phòng không có bất kỳ ánh sáng nào khác ngoài 5 đèn sáng. Máy điều hòa đang thoát nước, thả nước xuống cả đêm. Các nhân viên tiếp tân luôn hỏi: Khi nào bạn sẽ trả lại phòng? Sẽ không trở lại."
Mark J. T. ,Hà Nội,Hanoi Charming House,9.7,Tôi thích nó và rất sạch sẽ;) chắc chắn sẽ đặt ở đây khi tôi trở lại
Mark J. T. ,Hà Nội,Hanoi Charming House,8.5,Nhân viên đã tốt. Địa điểm có thể truy cập cho thực phẩm và mua sắm. Rất thích ở lại đây;)
Thien Q. V. ,Hà Nội,Hanoi Charming House,5.8,"Đây là lần thứ hai chúng tôi ở lại khách sạn vì vị trí của họ. chúng tôi đặt 2 phòng và khi chúng tôi đến họ cho biết chỉ có 1 phòng có sẵn vì khách của họ muốn kéo dài thời gian của họ, làm thế nào họ có thể xử lý khách hàng của họ như vậy, trong phút cuối cùng chúng tôi quyết định ở trong phòng đôi cho 2 người nhưng chúng tôi didn &#39; t cảm thấy thoải mái. chúng tôi sẽ không trở lại đây một lần nữa và sẽ không khuyên bạn nên điều này với những người khác ngoại trừ bạn muốn có một sự ngạc nhiên khi bạn đăng ký."
Jinda G. ,Hà Nội,Hanoi Charming House,8.8,Nice khách sạn và tiếp nhận. Phòng thoải mái. Chúng tôi sẽ trở lại đây một lần nữa.
Tanakon S. ,Hà Nội,Hanoi Charming House,9.7,"Nhân viên tuyệt vời, đáng tiền của bạn."
Akaradet R. ,Hà Nội,Hanoi Charming House,9.4,"Đó là một khách sạn nhỏ, nhưng ok. Và có một vị trí thuận tiện."
Anh Q. C. ,Hà Nội,Hanoi Charming House,8.3,"Phòng khách sạn khá nhỏ không có tầm nhìn gì cả, tuy nhiên nó có tất cả các tiện nghi cơ bản cần có. Bạn sẽ cảm thấy khá bị bao vây, tuy nhiên cảm giác sẽ không nặng nề nếu bạn chỉ cần một chỗ để nằm xuống vào ban đêm. Nhân viên nói chung là tốt đẹp và cung cấp dịch vụ tốt. Tuy nhiên tôi không thực sự cảm thấy an toàn trong phòng của mình. Khách sạn cung cấp bữa sáng miễn phí nhưng các lựa chọn khá hạn chế. Nếu bạn ở lại lâu hơn 3 ngày, bạn có thể muốn ra ngoài cho các lựa chọn mới. Nơi này là một chút yên tĩnh và xa Trung tâm khu phố cổ."
Huynh T. D. ,Hà Nội,Hanoi Charming House,6.7,"Vị trí tốt. Các nhân viên nam giới rất hữu ích. Các phòng dịch vụ phụ nữ là không lịch sự khi yêu cầu để làm cho phòng và phải được đào tạo. Nhân viên tiếp tân chính không phải là rất thân thiện. Phòng nhỏ. Nhà vệ sinh nhỏ, khó chịu. Nhà vệ sinh trong phòng đầu tiên bị mắc kẹt. Sắp xếp để thay đổi phòng."
Nguyen K. L. ,Hà Nội,Hanoi Charming House,8.8,"Các nhân viên đã được siêu đẹp và hữu ích. Cơ sở đã được thỏa đáng. Tuy nhiên, giường lớn đến nỗi nó chỉ chiếm không gian nhiều nhất của căn phòng."
Dang N. ,Hà Nội,Hanoi Charming House,6.7,Được rồi. Không có nhiều điều không ít
Bui N. V. ,Hà Nội,Hanoi Charming House,9.3,Khách sạn ấm cúng nhỏ xinh đẹp Cần thay máy điều hòa không khí. Tất cả đều yếu
Tie S. L. ,Hà Nội,Hanoi Charming House,8.2,"Vâng, cơ sở vật chất là khá cũ, như một toàn thể, vẫn có thể nói ok."
Hendry H. ,Hà Nội,Hanoi Charming House,9.3,Điều hòa không khí rất nóng ở tầng 7.
Rita N. ,Hà Nội,Hanoi Charming House,6.1,Căn phòng là quá khác biệt với những bức ảnh mà tôi thấy trên Internet. Các nước trong phòng của tôi là không tốt cũng bởi vì nó chạy không đủ mạnh để đi tắm.
Le K. L. ,Hà Nội,Hanoi Charming House,10.0,"Dịch vụ tốt! , rat khuyen khich"
Kunchariya R. ,Hà Nội,Hanoi Charming House,8.5,Dịch vụ xuất sắc tất cả các tác dụng tốt.
Niem T. ,Hà Nội,Hanoi Charming House,5.9,"Mùi, không sạch sẽ, nệm xấu."
Nhan N. ,Hà Nội,Hanoi Charming House,5.7,Phòng nhỏ và không có bãi đậu xe
Asih P. R. ,Hà Nội,Hanoi Charming House,6.0,"Nyampek Hanoi tengah malem, pas kesini dan jalan kaki panjang. Eh ternyata bookingan cuma 3 jam 🤦 ‍. Dari awal baca udah bingung kok cuma 3 jam. Ternyata memang ada yang short time gitu. Terus akhirnya, aq tanya kalo full sampek besok nambah berapa? Tapi ternyata hotel udah full. Akhirnya dipindah ke tempat lain. Baiklah setidaknya tidak ngemper di sana 😅. Tempatnya masuk-masuk gang ya, trus kalo tengah malem gang nya gelap."
Huynh N. H. ,Hà Nội,New Style House Hotel,6.0,"Bad, khách sạn thua nhà nghỉ. Tiền thì như khách sạn, tối thui, chỉ một lễ tân, còn lại lên lâu không có ai và một bóng đèn nào, tivi hỏng, chăn thì mỏng xấu nhỏ. Sợ 350k quá đáng sợ"
Phuong P. ,Hà Nội,New Style House Hotel,8.5,"Phòng sạch sẽ, lễ tân thân thiện"
Dinh T. X. V. ,Hà Nội,New Style House Hotel,6.0,"phòng siêu nhỏ, khách kế bên tuy là người nước ngoài nhưng vô cùng mất ý thức, chủ nhà không nhiệt tình"
My H. ,Hà Nội,New Style House Hotel,5.2,"Phòng bẩn, cũ, hôi ẩm, sàn nhà bong tróc, toilet ố vàng và có mùi. không như trên hình. Máy lạnh cũ, kêu rất to. Lối lên phòng lộn xộn, bụi bặm."
Thi B. N. T. ,Hà Nội,New Style House Hotel,5.2,Phòng siêu nhỏ chưa tới 10m2. Mình ở 4 ngày mà không hề dọn phòng. Phải tự lấy khăn và thay ga. Phòng không hề có sẵn máy sấy và nước uống phải đi mua bên ngoài vào.
Pham H. Y. ,Hà Nội,New Style House Hotel,9.7,"mọi thứ ok với mình, mình còn được upgrade lên phòng rộng hơn"
Huu M. T. ,Hà Nội,New Style House Hotel,9.1,cô chủ rất thân thiện và support nhiệt tình
Minh D. N. ,Hà Nội,New Style House Hotel,8.4,"khách sạn ở trong ngõ, phòng cũng sạch và ổn. Nhưng sữa tắm và dầu gội đã hết hạn từ lâu. Còn lại với mức giá như này thì hoàn toàn ổn"
Nguyen T. V. ,Hà Nội,New Style House Hotel,8.9,"Phòng bé nhưng khá thoáng. Giường khá bụi, nhiều tóc. Nhân viên không thân thiện cho lắm."
Quynh D. ,Hà Nội,New Style House Hotel,9.1,"Mình đi công tác 1 mình, ở phòng 1 người, khách sạn phòng hơi nhỏ, nhìn hơi cũ chút mà bên trong thì đầy đủ nội thất, phòng ốc sạch sẽ, giá mềm 250k/đêm. Chủ nhiệt tình, thân thiện, ở gần có nhiều quán ăn, cửa hàng, cửa hàng tiện lợi. Oki."
Kien V. ,Hà Nội,New Style House Hotel,5.4,Phòng nhỏ và xuống cấp quá nhiều so với hình ảnh quảng cáo.
Phan T. C. V. ,Hà Nội,New Style House Hotel,5.4,"Bà chủ khách sạn không thân thiện , cáu kỉnh, không hiếu khách, phòng không giống hình. đặc biệt, theo quy định của khách sạn trả phòng chậm 1p cũng tính tiền 2 đêm chứ không tính thêm giờ như bình thường, mọi người nên cân nhắc ạ. cũng may mình đọc được quy định nên trả phòng đúng giờ ^^ ngoài ra, điều hòa kêu ầm ĩ, rất ồn ào, cả đêm hầu như không ngủ được, tóm lại đây là trải nghiệm hết sức khó chịu và không hề thoải mái."
Nguyen T. Q. ,Hà Nội,New Style House Hotel,8.8,"phòng sạch sẽ, rộng rãi, thoáng mát. rất tuyệt trong tầm giá 300k. mình đã book 2 lần rồi. có cơ hội sẽ tiếp tục ở tại đây. love from Quân :D"
Thi C. N. N. ,Hà Nội,New Style House Hotel,8.4,Phòng rộng rãi nhưng hơi cũ 😄😄
Ta H. D. ,Hà Nội,New Style House Hotel,8.5,"sạch sẽ, rất ổn. mình đã rất vui"
Thuy T. ,Hà Nội,New Style House Hotel,5.7,"Khách sạn bẩn lắm ạ, như là không được dọn phòng ấy"
Vu T. M. H. ,Hà Nội,New Style House Hotel,8.5,"Phòng đẹp, thoáng mát, rộng rãi. Có bàn làm việc. Giá cả hợp lý. Yên tĩnh để nghỉ ngơi"
Banh T. S. ,Hà Nội,New Style House Hotel,6.4,"Phòng khác xa trong ảnh thực sự. Phòng khá là cũ kỹ, nhiều bụi, cửa ngăn nhà tắm khá lỏng lẻo và bị giới hạn giờ (1 giờ đêm). Bù lại chị chủ rất thân thiện và nhiệt tình."
