reviewerName,Address,NameHotel,overallScore,reviewText
Hoang A. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Nhân viên cực kỳ nhiệt tình và rất thân thiện. Phòng sạch sẽ và thiết kế đẹp, hợp lý. Chắc chắn sẽ quay lại lần sau."
Anh H. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Tôi rất hài lòng khi chọn Dal Vostro Hotel & Spa cho chuyến công tác của mình. Khách sạn nằm ở vị trí rất thuận tiện, ngay cạnh hồ Hoàn Kiếm nhưng lại rất yên tĩnh và nằm trên con đường rộng rãi và sạch sẽ. Nhân viên khách sạn luôn tươi cười và hỗ trợ rất nhiệt tình. Phòng khách sạn sạch sẽ, thiết kế hợp lý và giường nằm êm, dễ chịu. Tôi nhất định sẽ giới thiệu khách sạn này cho bạn bè và người thân."
Anh H. V. ,Hà Nội,Dal Vostro Hotel & Spa,6.5,"Không kết nối được điện thoại di động, nhắn tin vì mất hết tín hiệu. Phải xuống tầng trệt mới gọi điện, nhận điện thoại, nhắn tin được."
Hoang A. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Đây là khách sạn tuyệt vời nhất mình từng lưu trú tại Hà Nội. Khách sạn mới. Phòng sạch sẽ, thoải mái, rộng rãi và giống với hình ảnh. Mình rất thích thiết kế của phòng, rất hợp lý và thuận tiện. Giường ngủ dễ chịu và êm. Nhân viên khách sạn rất nhiệt tình và chu đáo. Vị trí khách sạn nằm gần hồ Hoàn Kiếm, thuận tiện đi lại và nằm trong một khu phố thoáng mát, sạch sẽ. Xung quanh có nhiều nhà hàng, quán cafe đẹp. Mình nhất định sẽ quay lại ở bên khách sạn vào lần tới khi ra Hà Nội."
Hai Y. L. ,Hà Nội,Dal Vostro Hotel & Spa,6.0,"Cũ, ồn ào và mùi hương không tốt, vòi sen nước yếu."
Trinh N. A. H. ,Hà Nội,Dal Vostro Hotel & Spa,9.1,"Vị trí đẹp giá rẻ, gần hồ Hoàn Kiếm, có nhiều quán cà phê dễ thương xung quanh khách sạn"
Phuong P. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Nó nằm ở trung tâm của Old Town. Mọi thứ đều rất sạch sẽ, họ dọn nhà hàng ngày. Kích thước phòng khá nhỏ hơn tôi nghĩ và ban công là vô dụng, nhưng nhìn chung là ổn. Tôi chắc chắn sẽ trở lại đây vào lần sau"
Mai V. T. T. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"+ Vị trí của khách sạn này là phần tốt nhất của nó. Vài bước đến hồ Hoàn Kiếm và khu phố cổ. Nhân viên rất tốt, thân thiện, chuyên nghiệp và hữu ích. Phòng rất sạch sẽ và được trang bị tốt. Ban công là một điểm cộng với bàn ghế để thư giãn. Ngõ Bảo Khánh luôn là một trong những điểm chúng tôi yêu thích nhất: khá, xanh mát, xen lẫn giữa dân địa phương và khách du lịch. Ngay cả khi có rất nhiều hoạt động gần hồ với tiếng ồn, nó khá xung quanh con phố này. - Căn phòng làm tôi cảm thấy hơi nhỏ hơn trong hình. Nhưng sau ấn tượng đầu tiên, chúng tôi quen với nó và thích nó. Nói chung chúng tôi rất thích kỳ nghỉ của chúng tôi tại Dal Vostro. Chúng tôi giới thiệu và sẽ quay lại."
Thanh T. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,Dal Vostro lần đầu tiên tôi đến Hà Nội. Nhân viên ở đây rất thân thiện và tận tình. Quầy bar ở tầng dưới thật tuyệt vời. Tôi đã có một thời gian tuyệt vời ở đây. Chắc chắn sẽ quay lại!
Ronald A. S. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Vị trí trung tâm, thức ăn tuyệt vời, khách sạn rất sạch sẽ."
Christian N. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,"Nhân viên rất thân thiện, mặc dù nhà vệ sinh và tín hiệu khó khăn. Thức ăn cũng thiếu, thời gian trả phòng, được hỗ trợ bằng cách nâng hành lý lên góc vì xe không thể vào được vì đường bị đóng."
Mendy S. ,Hà Nội,Dal Vostro Hotel & Spa,9.4,"Phòng rất sạch sẽ, nhưng nhỏ."
Tan U. T. ,Hà Nội,Khách sạn Hanoi Sunshine,6.0,"Khách sạn ở vị trí trung tâm nhưng là đường một chiều xe hơi nên bất tiện, khách sạn quá cũ kỹ, dịch vụ không tốt, có thêm dịch vụ mass chèo kéo làm phiền khách hàng."
Nguyen T. H. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Nhân viên khách sạn rất nhiệt tình, thân thiện. Phòng ở đẹp, sạch sẽ."
Nguyen T. H. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Anh, chị nhân viên khách sạn rất dễ thương, phòng ốc gọn gàng, sạch sẽ. Chắc chắn mình sẽ quay lại khi ra Hà Nội"
Mai T. N. P. ,Hà Nội,Khách sạn Hanoi Sunshine,8.4,"- Diện tích phòng vừa đủ cho 2 người. - khách sạn ở ngay phố cổ nên ăn uống & di chuyển những nơi như: Hồ Gươm, Nhà thờ Lớn,… khá thuận lợi. - Thang máy chậm & chờ rất lâu. - Diện tích hành lang nhỏ hẹp. - Hơi thất vọng vì mẹ con mình bị đẩy lên tầng 7, trong khi thang máy chỉ tới tầng 6 ( phải leo thang bộ 1 tầng). Vấn đề ở đây, mẹ mình lớn tuổi, nếu bị khớp thì sao ạ? Thêm nữa, mình lại mang 1 vali rất to. - Ổ khoá cửa rất lỏng lẻo. - Rất ngạc nhiên khi tất cả các khách sạn mình từng ở đều dọn phòng vào buổi sáng, thì khách sạn này lại dọn phòng vào buổi chiều với lý do sợ khách ngủ, gõ cửa làm phiền 🤣"
La B. N. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,"Khách sạn ngay cạnh Phố cổ nên rất tiện lợi. Nhân viên thân thiện, hòa đồng, chỗ ở sạch sẽ thoáng mát."
Thi T. H. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"A lễ tân siêu nhiệt tình, phòng so với giá vậy là ok rồi, ở trung tâm gần những địa điểm du lịch, nếu có dịp ra Hà Nội mình vẫn sẽ chọn Hotel này!"
Lan P. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,"rất gần hồ hoàn kiếm, xung quanh nhiều món ăn. phòng rộng, sạch sẽ"
Uyen T. A. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Sạch sẽ, phòng mới được tân trang. Nhân viên thân thiện, lịch sự"
Tan T. N. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Very good, rất nhiệt tình và thân mật"
Trang N. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Phòng thoáng và rộng rãi vừa đủ với mình. Nhà vệ sinh sạch, với mình có nước nóng ổn định là quá đủ. Thủ tục check in nhanh, đúng phòng, bạn Nhân lễ tân support rất nhiệt tình cho tụi mình. Khách sạn nằm trong phố cổ, đối diện quán phở ngon và khá gần phố đi bộ, rất thuận tiện đi dạo ban đêm. Tuy nhiên phòng cách âm chưa được tốt, hy vọng khách sạn sẽ cải thiện thêm. Sẽ cân nhắc quay lại Hanoi Sunshine khi đến Hà Nội."
Nguyen Q. L. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,"Nhân viên thân thiện, phòng ốc sạch sẽ, giá cả hợp lý"
Nguyen T. H. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Khách sạn đẹp và sạch sẽ ngay phố cổ, nhân viên rất nhiệt tình, thân thiện. Xung quanh khách sạn nhiều đồ ăn ngon."
Tran X. N. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,khá ổn về mọi thứ Nhân viên thân thiện và khách sạn cũng ngay trung tâm!
Thi T. T. B. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Khách sạn sạch sẽ, nhân viên nhiệt tình hỗ trợ khách, vị trí thuận tiện, đã nghỉ tại đây 2 lần rất hài lòng. Sẽ lựa chọn cho lần lưu trú tiếp theo khi đến HN."
Dinh T. N. ,Hà Nội,Khách sạn Hanoi Sunshine,6.4,"Đặt thì ở khách sạn Hanoi Sunshine, sát ngày đến nhận phòng thì báo Khách sạn đang sửa, yêu cầu đổi và chuyển sang khách sạn khác tương đương 4 sao. Đến nhận phòng thì cảm giác không được như mong đợi. Chỉ được mỗi ưu điểm là ở trung tâm."
Thao T. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,"Nhân viên nhiệt tình, vui tính"
Phuong B. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Nhân viên rất thân thiện và nhiệt tình, hỗ trợ checkin sớm hơn giờ quy định. Phòng sạch sẽ. Ngay trung tâm phố cổ rất thuận tiện cho việc đi lại, ăn uống, vui chơi. Lần sau ra Hà Nội mình vẫn sẽ chọn nơi này làm chỗ lưu trú. Trãi nghiệm thú vị."
Thi H. T. N. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Khách sạn gần trung tâm, thuận lợi lắm ý"
Phan T. H. D. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Gia đình ở phòng có ban công, thang máy nhỏ, phòng rộng rãi, nhân viên nhiệt tình. Vị trí ngay phố cổ gần các điểm tham quan và ăn uống."
Thien K. ,Hà Nội,Khách sạn Hanoi Sunshine,9.1,"Được bạn giới thiệu book chỗ này, phòng ok, phù hợp giá tiền. Nhân viên thân thiện, hỗ trợ khách nhiệt tình. Đáng trải nghiệm"
Doan N. M. L. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Khách sạn nằm ở phố cổ nên tiện đi lại, nhân viên rất thân thiện, phòng sạch sẽ"
Tuoi T. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Tôi đã có kỳ nghỉ tốt, nhân viên nhiệt tình vui vẻ, phòng ốc, sạch sẽ. Vị trí khách sạn oắt trung tâm nên tiện đi chuyển đi nhiều nơi vui chơi."
Thi T. Q. N. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Tuyệt vời, phòng đẹp, sạch sẽ thoáng đẹp, gần ngày trung tâm đặc biệt các anh chị siêu dễ thương và nhiệt tình. Hứa hẹn có dịp ra Hà Nội nhất định sẽ quay lại ở đây."
Van P. V. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Thủ tục đặt phòng hợp lý, nhanh, không rườm rà. Chất lượng khách sạn đảm bảo tốt, phòng ở đầy đủ tiện nghi, sạch sẽ. Nhân viên, lễ tân tiếp đón, tư vấn nhiệt tình.Khách sáng tiếp tục phát huy! Hy vọng sẽ có dịp quay lại!"
Phan N. H. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Khách sạn tuyệt vời nhân viên nhiệt tình 10/10
Vo T. T. P. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,"phòng sạch, lễ tân vui vẻ, vị trí ngay trung tâm phố cổ, xung quanh có nhiều quán ăn ngon"
Ha T. N. V. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Đẹp sạch sẽ ♥️ đúng giống hình
Thi M. B. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Khách sạn nằm ngay trung tâm phố cổ, nên khi ở đây có thể di chuyển quanh các nơi xung quanh dễ dàng, nhân viên rất là thân thiện từ cách phục vụ, nói chuyện rất là dễ thương. phòng rất sạch sẽ và rộng rãi. nói chung quay lại Hà Nội sẽ chọn ở đây ^^ Cảm ơn sự thân thiện đến từ những con người làm việc ở Hà Nội."
Hanh D. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,"Nhân viên rất thân thiện, xung quanh Khách sạn nhiều quán ăn ngon ❤️"
Nguyen T. K. T. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Nhân viên nhiệt tình. Khách sạn sạch sẽ
Tong D. T. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Vị trí thuận lợi. Nhân viên nhiệt tình
Thi M. H. H. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,khách sạn tốt. Có đặt tour ninh bình rất tốt và giá rẻ. Có nhờ bạn Nhân đặt hộ
Mai N. T. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Tôi đã có 1 kỳ nghỉ tuyệt vời . Cảm ơn
Thu T. N. ,Hà Nội,Khách sạn Hanoi Sunshine,6.1,"Khách sạn cũ, đồ dùng thiết bị cũng cũ, nên dù có độ dẹp thì phòng cũng có mùi, cảm giác không sạch. Nhân viên nhiệt tình, vui vẻ, vị trí tương đối thuận tiện đi lại ra bờ hồ...Nếu nâng cấp sửa chữa sạch sẽ thì có thể sẽ quay lại sau."
Nguyen T. B. T. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Quá tuyệt vời, nhân viên thân thiện dễ thương. Phải ở nhất định phải ở."
Tran N. A. T. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,"Mình đã có trải nghiệm rất tuyệt vời tại đây. Nhân viên rất nhiệt tình, vui vẻ và hộ trợ khách hàng rất tốt. Phòng mình thấy khá sạch sẽ, ngoại trừ móc treo áo quần khá là cao so với mình và nhà vệ sinh hơi có mùi 1 chút nhưng không quá ảnh hưởng đến quá trình mình ở tại phòng."
Le H. T. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,Khách sạn đẹp. Sẽ quay lại sau. Sẽ gth bạn bè. Cảm ơn khách sạn. Gần trung tâm
Vu T. N. D. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,Khách sạn có lễ tân cực kì thân thiện
Vu T. N. D. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Khách sạn đẹp tốt gần trung tâm phố cổ nhân viên nhiệt tình nhờ sự hỗ trợ của các bạn lễ tân shark nhân
Quang N. M. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Tất cả đều tốt. Gần trung tâm. Lễ tân nhiệt tình. Có shark nhân hỗ trợ tốt. Cảm ơn ạ
Nhung N. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Phòng rất đẹp. Lễ tân rất nhiệt tình. Có sự hỗ trợ của các bạn. Nhất là bạn shark nhân. Hy vọng quay lại và gth bạn bè
Ho Q. H. L. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Mình có chuyến đi 2 ngày Phòng ở đây sạch sẽ nằm trong lòng Phố cổ rất dễ di chuyển. Các anh chị nhân viên nhiệt tình, còn chỉ chỗ cho mình đi chơi nữa. Ở khách sạn có dịch vụ cho thuê xe máy luôn rất tiện lợi. Recommend cho mọi người nhé"
Truong T. T. L. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Khách sạn quá đẹp, gần trung tâm ăn uống cái gì cũng có. Hỏi lễ tân để được gth nhé. Cam on khách sạn"
Nguyen H. D. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Khách sạn sạch sẽ, gần trung tâm đi lại thuận tiện. Lễ tân vui vẻ nhiệt tình."
Van H. H. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Rộng rãi, thoải mái, nhân viên nhiệt tình thân thiện"
Nghia N. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Khách sạn vị trí tốt. Hẹn ngày quay lại. Có các bạn lễ tân tuyệt vời. Có bạn Nhân. Huệ đều rất nhiệt tình ạ. Phòng tốt
Huong L. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Phòng sạch sẽ, giá cả phải chăng, nhân viên nhiệt tình"
Tran P. T. Q. ,Hà Nội,Khách sạn Hanoi Sunshine,9.4,"Khách sạn sạch sẽ, nhân viên dễ thương, nhiệt tình. Địa điểm thuận tiện ở trong Phố Cổ dễ đi tham quan những địa điểm xung quanh"
Thi T. V. L. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,Khách sạn tôt. Quay lại hy vong sẽ có dịp quay lại
My L. N. ,Hà Nội,Khách sạn Hanoi Sunshine,6.0,"Phòng không được đẹp như trên ảnh lắm, mức độ trung bình"
Thanh H. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Khách sạn phòng oki có bạn shark nhân hỗ trợ tốt sẽ gặp lại
Manh K. V. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Khách sạn tốt. Sẽ quay lại. Có bạn. Shark nhân hỗ trợ nhiệt tình.
Pham P. T. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Khách sạn rất tuyệt vời, phục vụ rất tốt"
Tue T. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Khách sạn bày biện xinh xắn. Nhân viên nhiệt tình, chu đáo. Nằm trong phố cổ nên thuận tiện đi lại"
Ngoc B. T. T. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Hy vọng sẽ quay lại hanoi và ghé hanoi sunshine để thưởng thức các món ăn gând ở đây. Cái gì cũng ngon. Nhưng phải hỏi lễ tân nhé.
Ngoc B. T. T. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Khách sạn sạch sẽ đẹp đẽ. Nhân viên thân thiện. Có bạn shark nhân luôn hỗ trợ mình tất cả. Ăn uống cái gì cubgx gần.hứa sẽ quay lại ngàn lần sau. Cảm ơn nhé
Van T. N. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,Mọi thứ đều ok nhân viên nhiệt tình
Nguyen K. V. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Nhân viên siêu rễ thương đặc biệt bạn Nhân đã giúp mình đặt tour đi Ninh bình,ha long giá rất ưu đãi mà chất lượng không chê vào đâu được"
Nguyen N. A. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Tôi đã có 4 ngày nghỉ tại đây, mọi thứ đều rất sạch sẽ và thân thiện, tôi sẽ quay lại"
Duong H. D. ,Hà Nội,Khách sạn Hanoi Sunshine,6.6,"Khi chúng tôi đến thì nhân viên lễ tân báo đã hết phòng 2 giường đơn, mặc dù tôi đặt trên app loại 2 giường và ghi chú rõ. Họ đưa chúng tôi qua 1 khách sạn khác gần đó. Khách sạn này khá tệ, cũ, thậm chí vòi tắm không được, phải qua phòng khác để tắm. Lễ tân khách sạn này hay đi ra ngoài, nên muốn hỗ trợ gì tôi phải chạy từ tầng 6 xuống sảnh & đi tìm lễ tân."
Le V. N. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Vị trí gần hồ hoàn kiếm,phòng ốc sạch, sẽ rộng giá tiền rât phải chăng."
Tu B. Q. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Khách sạn ngay phố cổ nên thuận tiện tham quan ăn uống, phòng không mới nhưng đủ cho nhu cầu nghỉ ngơi. Nhân viên dễ thương, nhiệt tình, hỗ trợ các yêu cầu nhanh chóng. Đánh giá cao các bạn nhân viên ở đây"
Nguyen T. X. H. ,Hà Nội,Khách sạn Hanoi Sunshine,5.2,"Tôi đã có một trải nghiệm không tốt ở hotel. Tôi đã đặt cho bố mẹ tôi vào ngày 2/9-4/9. Nhưng khi đến khách sạn thì khách sạn bảo do bên kia chưa trả phòng nên dẫn tôi vào phòng khác. Tuy nhiên, lại dẫn bố mẹ tôi vào khách sạn đối diện với chiếc phòng chấp nhận được. Sau khi trao đôi lại thì anh bảo có thể trả tiền để chúng tôi thuê phòng khác. Trao đổi qua trao đổi lại vì lúc đó cũng là ngày lễ tôi không thể book phòng ngay cho bố mẹ tôi được, nên hotel đã nhận lời cho chúng tôi lại phòng như tôi đã đặt trên web. Tôi thấy, chẳng mấy khi bố mẹ lên Hanoi chơi lại có trải nghiệm không tốt như vậy. Tôi nghĩ khách sạn xem xét lại dịch vụ bên mình."
Kim Q. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Nhân viên thân thiện cực kì. Cho mượn mũ bảo hiểm dùng thoải mái, hàng ship đến cũng cầm lên tận phòng cho, niềm nở với cả trẻ em nữa."
Tran T. G. K. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Phòng khách sạn sạch sẽ, rộng rãi, vị trí ngay trung tâm. Nhân viên thân thiện. Sẽ ở lần sau nếu có dịp."
Le T. T. A. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,"Khách sạn sạch sẽ, nhân viên nice. Nói chung ổn ạ. Có dịp sẽ quay lại"
Bao A. ,Hà Nội,Khách sạn Hanoi Sunshine,6.0,Tên và hình ảnh không giống như trên quảng cáo.
Nguyen T. Q. T. ,Hà Nội,Khách sạn Hanoi Sunshine,6.0,"Khách sạn ở vị trí ổn, gần các điểm du lịch phố cổ. Wifi yếu, ảnh hưởng đến công việc vì mình ở dài ngày. Phục vụ phòng không thân thiện lắm. Lễ tân cũng khá nhiệt tình thôi. bù lại phòng ốc rộng rãi, nhà tắm rộng, không gian dễ chịu."
Nhu N. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Nhân viên cực dễ thương luôn nha Phòng sạch sẽ, đẹp Sẽ quay lại :))"
Luong H. L. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Phòng sạch sẽ, rộng thoáng, giá cả ổn. Nhân viên phục vụ vui vẻ, nhiệt tình"
Doan T. D. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Mình rất hài lòng ,nhân viên thân thiện,phòng ốc sạch sẽ và mới.Quan trọng nhất khách sạn nằm tại vị trí quá tuyệt vời rất gần bờ hồ và các quán ăn ngon khu phố cổ như phở bát đàn,bún chả hàng mành..Hẹn gặp lại lần sau."
Phan L. B. P. ,Hà Nội,Khách sạn Hanoi Sunshine,8.6,"Phòng sạch sẽ, khá tốt, nhưng có một số điểm chưa tốt:- Nước chỉ được cung cấp cho ngày đầu tiên.- Thiết bị vệ sinh bẩn.- Cửa vẫn sử dụng chìa khóa, không có thẻ chip."
Kharisma I. ,Hà Nội,Khách sạn Hanoi Sunshine,5.9,"Không khớp với hình ảnh, hình ảnh giả mạo."
Minh A. ,Hà Nội,Khách sạn Hanoi Sunshine,8.8,Nhân viên lễ tân hỗ trợ thức ăn và hướng dẫn đi lại ân cần.
Linh L. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Nhân viên thân thiện và dễ mến, họ đưa hành lý của chúng tôi từ taxi đến phòng, cho chúng tôi một chai nước miễn phí sau khi chúng tôi trả phòng."
Tuan H. P. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Dịch vụ tốt. Thái độ tuyệt vời.
Trung T. N. ,Hà Nội,Khách sạn Hanoi Sunshine,6.4,Đổi sang khách sạn khác cấp thấp hơn mà không cần thông báo trước.
Yoong S. P. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,Nhân viên rất hữu ích và thân thiện
Yoong S. P. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,Nhân viên rất hữu ích và thân thiện.
Nhu N. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Vielen Dank für die Zeit, die wir zusammen viele tolle Erinerungen machen. Ich werde nie vergessen :)).

Alle Mitarbeiter sind sehr nett und freundlich, sie helfen mir sehr und sogar spielen mit mir Computergame ( weil ich diese Zeit allein nach Hanoi flog und auch mich sehr allein und einsam fühlte :((
Wir essen auch mit einander vielmal tolle Mahzeiten. Das machte mir viel Spaß
Natürlich sind deine Service auch sehr gut !!!!

Ich hoffe, dass ich in der Zukunft einmal oder vielmal hier zurückkommen können.
Danke Schön <3
—————
(Ko hiểu thì call số em dịch cho nha :))) )"
Nhu N. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Alle Mitarbeiter gefallen mir sehr gut. Sie sind sehr freundlich und sogar spielen mit mir  Computergame :)) und wir haben auch mit einander viele tolle Mahlzeiten( weil ich allein nach Hanoi geflogen habe, manchmal fühlte ich mich sehr allein und einsam. Achso vielen Dank für diese tolle Zeit !!!!
"
Hoang N. D. ,Hà Nội,Ma Coeur Boutique Hotel,5.4,"Khách sạn rất cũ, mọi thứ trong phòng đều xuống cấp, không hề xứng đáng giới giá tiền nên mọi người tốt nhất tránh xa để không có 1 trải nghiệm tệ khi đến Hà Nội. Cá nhân mình phải bỏ đi tìm khách sạn khác ngay sau khi nhận phòng"
Tu A. ,Hà Nội,Ma Coeur Boutique Hotel,8.7,"Phòng hơi bí và cũ một chút, nhưng anh nhân viên lễ tân khá nhiệt tình thân thiện"
Thi H. A. L. ,Hà Nội,Ma Coeur Boutique Hotel,8.7,Vị trí khách sạn ngay phố đi bộ. 
Thanh H. L. ,Hà Nội,Ma Coeur Boutique Hotel,8.8,"Mình được thông báo phòng mình book bị hỏng đường nước sáng hôm trước khi nhận phòng nên bị đổi sang 1 khách sạn khác tương đương, được báo là 4 sao nhưng mình nhận phòng mới bên Golden Sail khá thất vọng vì phòng bên này quá nhỏ và toilet không được kín nên không thoải mái lắm. Mọi người có gặp trường hợp này nên làm rõ từ đầu để tránh khó chịu như mình. Còn phòng ở bên này, nhân viên bên mình có ở thì đánh giá ổn."
Jen P. ,Hà Nội,Ma Coeur Boutique Hotel,4.5,Khách sạn đặt 650k 1 đêm đường vào như phòng trọ. Phòng hôi và lễ tân cũng thái độ không tốt. Hình ảnh trên là hình ảnh thật luôn nhé. Không bao giờ không bao giờ quay lại.
Tang G. L. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,Phòng rộng sạch sẽ đầy đủ tiện nghi. Giá cả hợp lý. Gần trung tâm phố đi bộ hoàn kiếm. Đi dạo mua sắm ăn uôwng rất tiện lợi. Nếu có dịp công tác sẽ ghé lại.
Pham T. Y. ,Hà Nội,Ma Coeur Boutique Hotel,8.5,dịch vụ khá ổn tiếp tân nhiệt tình ạ
Truong V. T. ,Hà Nội,Ma Coeur Boutique Hotel,5.8,"không nên chọn ở, khách sạn rất tệ chỉ được cái gần hồ Gươm"
Phuong P. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Cho nhận phòng trước và thu thêm tiền , khg báo trước với khách , khách tới khách sạn TT mới báo Chỉ cho 01 chai nước ngày nhận phòng trong khi giá tiền thuê phòng từng ngày đều giống nhau Phòng ốc thi khg đẹp như hình ảnh trên mạng: cũ kỷ và xuống cấp"
Ngoc B. N. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Tôi không thể ở được vì chất lượng quá tệ, tôi đã phải chuyển đi khách sạn khác ngay sau đó. Nhưng khách sạn không hoàn tiền lại"
Anh A. ,Hà Nội,Ma Coeur Boutique Hotel,4.8,"Phục vụ tồi, phòng không đúng với ảnh"
Phuong P. ,Hà Nội,Ma Coeur Boutique Hotel,5.4,"1) Tiếp Tân cho nhận phòng sớm , thu thêm tiền khách. 2) Chỉ cho 01 chai nước uống/ khách ngày đầu tiên, ngày sau là tự túc hẹt 3) Phòng ốc xuống cấp, khăn tắm trắng thành màu cháo."
Ong T. B. ,Hà Nội,Ma Coeur Boutique Hotel,8.8,"Phòng ổn, giá tốt tuy nhiên có nhiều tiện ích bị hư hỏng trong phòng, nhân viên nhiệt tình tuy nhiên các tiện ích về ăn uống thì không có"
Pham B. H. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,"Phòng như tôi đặt, lễ tân vui vẻ, thân thiện"
Dang T. K. T. ,Hà Nội,Ma Coeur Boutique Hotel,8.5,"Khách sạn siêu sạch sẽ, gần trung tâm dễ đi lại, nhân viên nhiệt tình. Mọi thứ gần như hoàn hảo. Lần sau nhất định sẽ ghé lại"
Tran V. M. ,Hà Nội,Ma Coeur Boutique Hotel,8.5,"Khách sạn ngay khu phố cổ, thuận tiện đi lại. Phòng hơi nhỏ nếu ở 2 nguoi. Nhân viên lễ tân rất nhiệt tình đón tiếp, hướng dẫn cho khách."
Hoang D. T. ,Hà Nội,Ma Coeur Boutique Hotel,8.5,"Quá tuyệt, phòng view đẹp, giá hợp lý"
Thi T. H. P. ,Hà Nội,Ma Coeur Boutique Hotel,5.4,"Khách sạn cũ, phòng bẩn, chăn màu cháo lòng. Ngủ dậy bị ngứa hết người."
